amazon_order_id,automated_shipping_setting_automated_carrier,automated_shipping_setting_automated_ship_method,automated_shipping_setting_has_automated_shipping_settings,buyer_info_buyer_email,buyer_info_buyer_county,buyer_info_buyer_name,buyer_info_purchase_order_number,buyer_invoice_preference,buyer_tax_info_buyer_business_address,buyer_tax_info_buyer_legal_company_name,buyer_tax_info_buyer_tax_office,buyer_tax_info_buyer_tax_registration_id,cba_displayable_shipping_label,earliest_delivery_date,earliest_ship_date,easy_ship_shipment_status,electronic_invoice_status,fulfillment_channel,fulfillment_supply_source_id,has_regulated_items,is_access_point_order,is_business_order,is_estimated_ship_date_set,is_global_express_enabled,is_iba,is_ispu,is_premium_order,is_prime,is_replacement_order,is_sold_by_ab,last_update_date,latest_delivery_date,latest_ship_date,marketplace_id,number_of_items_shipped,number_of_items_unshipped,order_channel,order_status,order_total_amount,order_total_currency_code,order_type,payment_method,promise_response_due_date,purchase_date,replaced_order_id,sales_channel,seller_display_name,seller_order_id,ship_service_level,shipment_service_level_category,default_ship_from_location_address_line_1,default_ship_from_location_address_line_2,default_ship_from_location_address_line_3,default_ship_from_location_address_type,default_ship_from_location_city,default_ship_from_location_country_code,default_ship_from_location_county,default_ship_from_location_district,default_ship_from_location_municipality,default_ship_from_location_name,default_ship_from_location_phone,default_ship_from_location_postal_code,default_ship_from_location_state_or_region,shipping_address_address_line_1,shipping_address_address_line_2,shipping_address_address_line_3,shipping_address_address_type,shipping_address_city,shipping_address_country_code,shipping_address_county,shipping_address_district,shipping_address_municipality,shipping_address_name,shipping_address_phone,shipping_address_postal_code,shipping_address_state_or_region
ORDER00062,UPS,Two-Day,t,example@gmail.com,Orange County,Jane Smith,PO-6686,BUSINESS,"123 Fake Street, Harris County",Bob Brown,Office-37,VAT-491834,Shipping Label 62,2025-02-06 00:00:28.112,2025-01-24 00:00:28.112,ReturnedToSeller,NotFound,AFN,Source-53,f,t,f,t,t,f,t,t,t,t,t,2025-01-05 18:11:28,2025-01-29 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,0,3,Amazon.de,PendingAvailability,156.39,USD,Preorder,PointsAccount,2025-01-31 18:11:28,2024-12-31 18:11:28,REPLACED_ORDER_6733,Amazon.ca,Logan Roy,SELLER_ORDER_3544,Expedited,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00063,UPS,Expedited,f,customer@hotmail.com,King County,Alice Johnson,PO-5531,BUSINESS,"123 Fake Street, Orange County",John Doe,Office-19,VAT-268607,Shipping Label 63,2025-01-30 00:00:28.112,2025-01-22 00:00:28.112,AtDestinationFC,NotFound,MFN,Source-35,t,t,t,f,f,f,t,f,f,t,f,2025-01-08 18:11:28,2025-01-29 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,10,7,Amazon.ca,PendingAvailability,189.97,USD,Preorder,PointsAccount,2025-02-02 18:11:28,2025-01-19 18:11:28,REPLACED_ORDER_3996,Amazon.ca,Logan Roy,SELLER_ORDER_3760,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00064,FedEx,Same-Day,f,customer@hotmail.com,Harris County,Bob Brown,PO-2218,BUSINESS,"123 Fake Street, Harris County",Jane Smith,Office-4,VAT-874958,Shipping Label 64,2025-02-07 00:00:28.112,2025-01-26 00:00:28.112,PendingPickUp,NotFound,AFN,Source-90,f,f,f,t,f,t,f,t,t,f,f,2025-01-13 18:11:28,2025-02-05 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,7,8,Amazon.ca,PendingAvailability,112.09,USD,Preorder,PointsAccount,2025-01-28 18:11:28,2025-01-22 18:11:28,REPLACED_ORDER_3200,Amazon.de,Logan Roy,SELLER_ORDER_7586,Same-Day,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00065,UPS,Expedited,f,customer@hotmail.com,King County,Bob Brown,PO-3206,BUSINESS,"123 Fake Street, Orange County",Jane Smith,Office-11,VAT-173853,Shipping Label 65,2025-02-05 00:00:28.112,2025-01-26 00:00:28.112,PendingPickUp,NotFound,AFN,Source-77,t,t,t,f,t,f,f,f,f,t,t,2025-01-26 18:11:28,2025-02-01 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,0,5,Amazon.ca,PendingAvailability,142.45,USD,Preorder,PointsAccount,2025-01-29 18:11:28,2024-12-29 18:11:28,REPLACED_ORDER_4161,Amazon.com,Logan Roy,SELLER_ORDER_4992,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00066,DHL,Same-Day,f,example@gmail.com,Harris County,Bob Brown,PO-6165,BUSINESS,"123 Fake Street, Harris County",Alice Johnson,Office-43,VAT-845361,Shipping Label 66,2025-02-05 00:00:28.112,2025-01-26 00:00:28.112,AtOriginFC,NotFound,MFN,Source-79,t,t,t,t,t,t,f,f,f,f,f,2025-01-12 18:11:28,2025-01-31 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,3,6,Amazon.ca,PendingAvailability,82.76,USD,Preorder,PointsAccount,2025-01-29 18:11:28,2025-01-12 18:11:28,REPLACED_ORDER_5249,Amazon.com,Logan Roy,SELLER_ORDER_5609,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00067,USPS,Two-Day,t,example@gmail.com,King County,Jane Smith,PO-1599,BUSINESS,"123 Fake Street, King County",Alice Johnson,Office-29,VAT-734121,Shipping Label 67,2025-02-02 00:00:28.112,2025-01-19 00:00:28.112,Delivered,NotFound,MFN,Source-31,f,f,f,f,f,t,f,f,f,f,f,2025-01-26 18:11:28,2025-01-29 00:00:00,2025-02-02 00:00:00,MPIDRANDOM,10,4,Amazon.ca,PendingAvailability,461.65,USD,Preorder,PointsAccount,2025-01-28 18:11:28,2025-01-02 18:11:28,REPLACED_ORDER_7315,Amazon.de,Logan Roy,SELLER_ORDER_5018,Expedited,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00068,UPS,Standard,t,example@gmail.com,King County,Bob Brown,PO-4113,BUSINESS,"123 Fake Street, King County",Jane Smith,Office-37,VAT-507457,Shipping Label 68,2025-02-04 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,NotFound,MFN,Source-47,f,t,t,t,f,t,f,f,f,t,t,2025-01-16 18:11:28,2025-02-03 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,4,7,Amazon.ca,Unshipped,121.17,USD,Preorder,PointsAccount,2025-01-29 18:11:28,2025-01-13 18:11:28,REPLACED_ORDER_3709,Amazon.ca,Logan Roy,SELLER_ORDER_4394,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00069,DHL,Expedited,t,example@gmail.com,Orange County,Jane Smith,PO-4663,BUSINESS,"123 Fake Street, Orange County",John Doe,Office-25,VAT-352828,Shipping Label 69,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,PendingPickUp,NotFound,MFN,Source-69,f,t,t,t,f,f,f,t,t,f,t,2025-01-21 18:11:28,2025-01-29 00:00:00,2025-02-07 00:00:00,MPIDRANDOM,6,2,Amazon.com,Shipped,352.77,USD,Preorder,PointsAccount,2025-01-31 18:11:28,2025-01-12 18:11:28,REPLACED_ORDER_1201,Amazon.com,Logan Roy,SELLER_ORDER_2743,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00070,FedEx,Two-Day,t,example@gmail.com,King County,John Doe,PO-5152,BUSINESS,"123 Fake Street, King County",Bob Brown,Office-8,VAT-520318,Shipping Label 70,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,PendingPickUp,NotFound,MFN,Source-47,t,t,t,t,f,t,t,f,t,t,f,2025-01-16 18:11:28,2025-02-02 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,6,8,Amazon.ca,Unshipped,211.48,USD,Preorder,PointsAccount,2025-02-02 18:11:28,2025-01-18 18:11:28,REPLACED_ORDER_8797,Amazon.ca,Logan Roy,SELLER_ORDER_7611,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00071,UPS,Two-Day,f,example@gmail.com,Harris County,John Doe,PO-4535,BUSINESS,"123 Fake Street, Orange County",Bob Brown,Office-23,VAT-278909,Shipping Label 71,2025-02-01 00:00:28.112,2025-01-19 00:00:28.112,PendingPickUp,NotFound,MFN,Source-63,f,f,f,t,f,f,t,t,t,f,f,2025-01-23 18:11:28,2025-02-03 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,2,4,Amazon.de,Canceled,353.06,USD,Preorder,PointsAccount,2025-01-31 18:11:28,2025-01-02 18:11:28,REPLACED_ORDER_1675,Amazon.ca,Logan Roy,SELLER_ORDER_8091,Standard,Priority,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00072,DHL,Same-Day,t,user@yahoo.com,Orange County,Bob Brown,PO-7907,BUSINESS,"123 Fake Street, Orange County",Bob Brown,Office-50,VAT-762090,Shipping Label 72,2025-02-01 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotFound,AFN,Source-80,f,f,f,t,t,t,f,t,t,f,f,2025-01-14 18:11:28,2025-02-06 00:00:00,2025-02-07 00:00:00,MPIDRANDOM,2,10,Amazon.ca,Canceled,437.65,USD,Preorder,Invoice,2025-01-30 18:11:28,2025-01-06 18:11:28,REPLACED_ORDER_7566,Amazon.ca,Logan Roy,SELLER_ORDER_4861,Same-Day,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00073,FedEx,Two-Day,t,user@yahoo.com,King County,Bob Brown,PO-8664,BUSINESS,"123 Fake Street, Harris County",Jane Smith,Office-39,VAT-841532,Shipping Label 73,2025-01-30 00:00:28.112,2025-01-27 00:00:28.112,PickedUp,NotFound,AFN,Source-41,t,f,t,f,t,f,t,f,f,t,f,2025-01-18 18:11:28,2025-02-07 00:00:00,2025-02-06 00:00:00,MPIDRANDOM,9,9,Amazon.com,Pending,404.67,USD,Preorder,Invoice,2025-01-29 18:11:28,2025-01-27 18:11:28,REPLACED_ORDER_2321,Amazon.de,Logan Roy,SELLER_ORDER_6592,Same-Day,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00074,USPS,Same-Day,t,user@yahoo.com,Orange County,Bob Brown,PO-7634,BUSINESS,"123 Fake Street, King County",Jane Smith,Office-24,VAT-133663,Shipping Label 74,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,Undeliverable,NotFound,AFN,Source-65,f,f,f,t,f,t,t,f,t,f,f,2025-01-26 18:11:28,2025-02-07 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,9,1,Amazon.de,Canceled,245.53,USD,Preorder,Invoice,2025-01-30 18:11:28,2025-01-10 18:11:28,REPLACED_ORDER_7398,Amazon.com,Logan Roy,SELLER_ORDER_8021,Two-Day,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00075,UPS,Same-Day,f,example@gmail.com,Orange County,Jane Smith,PO-9907,BUSINESS,"123 Fake Street, Harris County",Bob Brown,Office-27,VAT-571766,Shipping Label 75,2025-02-02 00:00:28.112,2025-01-25 00:00:28.112,PendingPickUp,NotFound,MFN,Source-29,t,f,f,t,f,f,t,f,f,f,f,2024-12-29 18:11:28,2025-02-05 00:00:00,2025-02-11 00:00:00,MPIDRANDOM,5,9,Amazon.ca,Canceled,41.81,USD,Preorder,Invoice,2025-01-31 18:11:28,2025-01-08 18:11:28,REPLACED_ORDER_9413,Amazon.ca,Logan Roy,SELLER_ORDER_4111,Same-Day,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00076,DHL,Expedited,t,customer@hotmail.com,King County,John Doe,PO-8101,BUSINESS,"123 Fake Street, Orange County",Alice Johnson,Office-6,VAT-557858,Shipping Label 76,2025-02-03 00:00:28.112,2025-01-25 00:00:28.112,PendingSchedule,NotFound,MFN,Source-67,t,f,f,t,f,f,f,f,f,t,f,2025-01-21 18:11:28,2025-01-29 00:00:00,2025-02-11 00:00:00,MPIDRANDOM,1,6,Amazon.de,Pending,188.99,USD,Preorder,Invoice,2025-01-31 18:11:28,2025-01-24 18:11:28,REPLACED_ORDER_8239,Amazon.com,Logan Roy,SELLER_ORDER_4940,Expedited,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00077,DHL,Two-Day,t,example@gmail.com,Orange County,Jane Smith,PO-5419,BUSINESS,"123 Fake Street, Orange County",Bob Brown,Office-43,VAT-559011,Shipping Label 77,2025-01-31 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,NotFound,MFN,Source-52,t,t,t,t,f,f,t,f,t,f,f,2025-01-18 18:11:28,2025-02-03 00:00:00,2025-02-11 00:00:00,MPIDRANDOM,8,8,Amazon.de,Pending,203.9,USD,Preorder,Invoice,2025-01-30 18:11:28,2025-01-14 18:11:28,REPLACED_ORDER_4352,Amazon.ca,Logan Roy,SELLER_ORDER_8465,Expedited,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00078,UPS,Same-Day,t,example@gmail.com,King County,Alice Johnson,PO-1215,BUSINESS,"123 Fake Street, Harris County",Jane Smith,Office-2,VAT-754868,Shipping Label 78,2025-01-30 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotFound,MFN,Source-40,f,t,t,f,t,f,f,t,f,f,f,2025-01-03 18:11:28,2025-02-04 00:00:00,2025-02-11 00:00:00,MPIDRANDOM,6,7,Amazon.com,Shipped,20.09,USD,Preorder,Invoice,2025-01-30 18:11:28,2025-01-18 18:11:28,REPLACED_ORDER_6709,Amazon.de,Logan Roy,SELLER_ORDER_5229,Same-Day,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00079,UPS,Same-Day,t,customer@hotmail.com,Harris County,John Doe,PO-6949,BUSINESS,"123 Fake Street, King County",Jane Smith,Office-26,VAT-786354,Shipping Label 79,2025-02-05 00:00:28.112,2025-01-25 00:00:28.112,Lost,NotFound,MFN,Source-77,f,f,f,t,t,t,t,f,t,t,f,2025-01-18 18:11:28,2025-02-02 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,6,2,Amazon.com,Unshipped,221.61,USD,Preorder,Invoice,2025-02-02 18:11:28,2025-01-20 18:11:28,REPLACED_ORDER_7108,Amazon.de,Logan Roy,SELLER_ORDER_7144,Same-Day,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00080,DHL,Two-Day,f,example@gmail.com,Harris County,Jane Smith,PO-8274,BUSINESS,"123 Fake Street, Orange County",Jane Smith,Office-22,VAT-879894,Shipping Label 80,2025-02-03 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,Errored,AFN,Source-10,f,t,t,f,t,f,t,f,t,t,t,2025-01-28 18:11:28,2025-02-05 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,3,4,Amazon.de,Shipped,475.82,USD,Preorder,Invoice,2025-02-02 18:11:28,2025-01-06 18:11:28,REPLACED_ORDER_2324,Amazon.ca,Logan Roy,SELLER_ORDER_8118,Same-Day,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00081,DHL,Standard,f,example@gmail.com,Orange County,Alice Johnson,PO-2634,BUSINESS,"123 Fake Street, King County",John Doe,Office-39,VAT-674722,Shipping Label 81,2025-02-02 00:00:28.112,2025-01-18 00:00:28.112,PendingPickUp,Errored,AFN,Source-26,t,f,f,f,f,t,f,t,t,t,f,2025-01-14 18:11:28,2025-01-30 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,8,2,Amazon.de,Canceled,33.76,USD,Preorder,Invoice,2025-01-29 18:11:28,2024-12-31 18:11:28,REPLACED_ORDER_9456,Amazon.ca,Logan Roy,SELLER_ORDER_5143,Standard,SameDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,
ORDER00082,USPS,Two-Day,t,user@yahoo.com,King County,Jane Smith,PO-6766,BUSINESS,"123 Fake Street, King County",Alice Johnson,Office-29,VAT-472447,Shipping Label 82,2025-02-05 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,Errored,MFN,Source-47,t,t,f,f,f,f,f,t,f,f,t,2024-12-30 18:11:28,2025-02-02 00:00:00,2025-02-11 00:00:00,MPIDRANDOM,4,5,Amazon.com,Shipped,229.35,USD,BackOrder,Invoice,2025-01-28 18:11:28,2024-12-29 18:11:28,REPLACED_ORDER_9763,Amazon.de,Logan Roy,SELLER_ORDER_1251,Same-Day,SecondDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,
ORDER00083,DHL,Expedited,f,example@gmail.com,Orange County,John Doe,PO-6420,BUSINESS,"123 Fake Street, Harris County",Alice Johnson,Office-8,VAT-254520,Shipping Label 83,2025-01-30 00:00:28.112,2025-01-26 00:00:28.112,Delivered,Errored,AFN,Source-71,t,t,t,f,f,t,f,t,f,t,t,2025-01-13 18:11:28,2025-01-31 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,0,8,Amazon.de,Pending,334.29,USD,BackOrder,Invoice,2025-01-29 18:11:28,2025-01-02 18:11:28,REPLACED_ORDER_6078,Amazon.de,Logan Roy,SELLER_ORDER_9866,Two-Day,SecondDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,
ORDER00084,FedEx,Standard,f,example@gmail.com,King County,Jane Smith,PO-8994,BUSINESS,"123 Fake Street, Harris County",John Doe,Office-7,VAT-635144,Shipping Label 84,2025-02-07 00:00:28.112,2025-01-23 00:00:28.112,Damaged,Errored,MFN,Source-29,t,t,t,f,t,t,t,t,f,f,t,2025-01-08 18:11:28,2025-02-07 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,0,7,Amazon.ca,Shipped,444.64,USD,BackOrder,Invoice,2025-02-01 18:11:28,2025-01-12 18:11:28,REPLACED_ORDER_1833,Amazon.de,Logan Roy,SELLER_ORDER_9841,Two-Day,SecondDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,
ORDER00085,USPS,Standard,f,user@yahoo.com,King County,Jane Smith,PO-4640,BUSINESS,"123 Fake Street, Harris County",Bob Brown,Office-31,VAT-331300,Shipping Label 85,2025-01-29 00:00:28.112,2025-01-19 00:00:28.112,PickedUp,Errored,AFN,Source-62,f,t,f,f,t,t,t,t,t,t,f,2025-01-21 18:11:28,2025-01-30 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,3,8,Amazon.de,Shipped,456.7,USD,BackOrder,Invoice,2025-01-28 18:11:28,2025-01-08 18:11:28,REPLACED_ORDER_5596,Amazon.com,Logan Roy,SELLER_ORDER_7300,Expedited,SecondDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00086,USPS,Same-Day,f,example@gmail.com,Harris County,Jane Smith,PO-2552,BUSINESS,"123 Fake Street, King County",Jane Smith,Office-20,VAT-104843,Shipping Label 86,2025-02-02 00:00:28.112,2025-01-22 00:00:28.112,PickedUp,Errored,MFN,Source-1,t,t,f,f,t,t,f,f,t,t,t,2025-01-15 18:11:28,2025-01-30 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,2,1,Amazon.com,Pending,133.02,USD,BackOrder,Invoice,2025-01-28 18:11:28,2025-01-20 18:11:28,REPLACED_ORDER_8301,Amazon.ca,Logan Roy,SELLER_ORDER_9257,Standard,SecondDay,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00087,UPS,Two-Day,t,customer@hotmail.com,Harris County,John Doe,PO-9549,BUSINESS,"123 Fake Street, King County",John Doe,Office-49,VAT-299344,Shipping Label 87,2025-02-02 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Errored,AFN,Source-61,t,f,f,t,t,f,f,f,t,f,t,2025-01-04 18:11:28,2025-02-05 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,10,6,Amazon.com,Shipped,76.8,USD,BackOrder,Invoice,2025-02-02 18:11:28,2025-01-19 18:11:28,REPLACED_ORDER_6373,Amazon.ca,Logan Roy,SELLER_ORDER_2585,Standard,Expedited,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00088,DHL,Expedited,t,user@yahoo.com,Orange County,Jane Smith,PO-8606,BUSINESS,"123 Fake Street, King County",Alice Johnson,Office-8,VAT-286994,Shipping Label 88,2025-01-30 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,Errored,AFN,Source-41,t,t,t,f,t,t,t,t,f,t,t,2025-01-04 18:11:28,2025-02-02 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,6,8,Amazon.ca,Unshipped,60.87,USD,BackOrder,Invoice,2025-01-30 18:11:28,2025-01-25 18:11:28,REPLACED_ORDER_1439,Amazon.de,Logan Roy,SELLER_ORDER_1810,Standard,Scheduled,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00089,DHL,Standard,t,example@gmail.com,King County,Alice Johnson,PO-5570,BUSINESS,"123 Fake Street, Harris County",Alice Johnson,Office-29,VAT-753003,Shipping Label 89,2025-02-07 00:00:28.112,2025-01-21 00:00:28.112,PendingPickUp,Errored,AFN,Source-49,f,f,f,t,t,t,t,f,f,t,t,2025-01-01 18:11:28,2025-02-04 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,7,2,Amazon.ca,Canceled,476.24,USD,BackOrder,Invoice,2025-01-30 18:11:28,2025-01-20 18:11:28,REPLACED_ORDER_2265,Amazon.de,Logan Roy,SELLER_ORDER_5522,Expedited,Scheduled,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00090,FedEx,Expedited,f,example@gmail.com,Harris County,John Doe,PO-8060,BUSINESS,"123 Fake Street, Harris County",John Doe,Office-31,VAT-539771,Shipping Label 90,2025-02-05 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Errored,AFN,Source-12,t,t,f,f,f,f,t,f,f,t,f,2025-01-10 18:11:28,2025-02-07 00:00:00,2025-02-04 00:00:00,MPIDRANDOM,3,1,Amazon.ca,Pending,293.04,USD,BackOrder,Invoice,2025-01-29 18:11:28,2024-12-29 18:11:28,REPLACED_ORDER_6420,Amazon.de,Logan Roy,SELLER_ORDER_1991,Same-Day,Scheduled,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00091,UPS,Two-Day,f,customer@hotmail.com,King County,John Doe,PO-6255,BUSINESS,"123 Fake Street, Harris County",Jane Smith,Office-28,VAT-368997,Shipping Label 91,2025-02-04 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,Accepted,MFN,Source-71,t,f,f,t,t,t,t,t,t,f,t,2025-01-24 18:11:28,2025-02-04 00:00:00,2025-02-10 00:00:00,MPIDRANDOM,4,7,Amazon.ca,Shipped,361.01,USD,BackOrder,Invoice,2025-01-31 18:11:28,2025-01-24 18:11:28,REPLACED_ORDER_6411,Amazon.com,Logan Roy,SELLER_ORDER_4899,Standard,Scheduled,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00092,UPS,Same-Day,t,user@yahoo.com,Harris County,Jane Smith,PO-1853,BUSINESS,"123 Fake Street, Orange County",Alice Johnson,Office-6,VAT-163050,Shipping Label 92,2025-02-07 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Accepted,AFN,Source-81,t,f,t,t,f,t,t,f,t,t,t,2025-01-09 18:11:28,2025-01-31 00:00:00,2025-02-03 00:00:00,MPIDRANDOM,3,4,Amazon.de,Unshipped,375.51,USD,SourcingOnDemandOrder,Invoice,2025-02-01 18:11:28,2025-01-22 18:11:28,REPLACED_ORDER_2469,Amazon.de,Logan Roy,SELLER_ORDER_6206,Standard,Scheduled,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00093,UPS,Two-Day,t,example@gmail.com,Harris County,John Doe,PO-6857,BUSINESS,"123 Fake Street, Harris County",John Doe,Office-29,VAT-448645,Shipping Label 93,2025-02-02 00:00:28.112,2025-01-24 00:00:28.112,PickedUp,Accepted,MFN,Source-39,t,f,f,t,t,t,t,f,t,t,t,2025-01-16 18:11:28,2025-01-31 00:00:00,2025-02-07 00:00:00,MPIDRANDOM,6,10,Amazon.de,Unshipped,129.8,USD,SourcingOnDemandOrder,Invoice,2025-01-28 18:11:28,2025-01-16 18:11:28,REPLACED_ORDER_5044,Amazon.de,Logan Roy,SELLER_ORDER_7168,Same-Day,Scheduled,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00094,USPS,Expedited,f,example@gmail.com,Harris County,Bob Brown,PO-9176,BUSINESS,"123 Fake Street, Harris County",John Doe,Office-1,VAT-514160,Shipping Label 94,2025-02-03 00:00:28.112,2025-01-22 00:00:28.112,Delivered,Accepted,MFN,Source-70,t,f,f,t,t,t,f,f,t,f,f,2025-01-05 18:11:28,2025-02-06 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,4,6,Amazon.de,Pending,483.89,USD,SourcingOnDemandOrder,Invoice,2025-01-29 18:11:28,2025-01-07 18:11:28,REPLACED_ORDER_9189,Amazon.ca,Logan Roy,SELLER_ORDER_3049,Expedited,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
